school_code,AgeID,school_name,street,town_suburb,postcode,student_number,indigenous_pct,lbote_pct,ICSEA_Value,level_of_schooling,selective_school,opportunity_class,school_specialty_type,school_subtype,support_classes,preschool_ind,distance_education,intensive_english_centre,school_gender,phone,school_email,fax,late_opening_school,date_1st_teacher,lga,electorate,fed_electorate,operational_directorate,principal_network,facs_district,local_health_district,aecg_region,ASGS_remoteness,latitude,longitude,date_extracted
1160,10522,Beckom Public School,Welman St,Beckom ,2665,11,0,0,947,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6978 2314,beckom-p.school@det.nsw.edu.au,6978 2342,N,1/4/11,Coolamon (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Griffith,"Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1 ,Outer Regional Australia,-34.327211,146.962928,7/3/17
1164,11098,Bedgerebong Public School,North Condobolin Rd,Bedgerebong ,2871,55,11,np,903,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6857 1185,bedgerebon-p.school@det.nsw.edu.au,6857 1118,N,1876-01-01,Forbes (A),Orange,Riverina,Dubbo & Wagga Wagga,Lachlan,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Outer Regional Australia,-33.361353,147.679318,7/3/17
1165,9643,Beechwood Public School,614 Beechwood Road,Wauchope ,2446,128,11,5,972,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6585 6136,beechwood-p.school@det.nsw.edu.au,6585 6000,N,1869-08-01,Port Macquarie-Hastings (A),Oxley,Lyne,Tamworth & Coffs Harbour,Hastings,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.435535,152.68094,7/3/17
1166,7758,Beecroft Public School,98 Beecroft Rd,Beecroft ,2119,817,np,54,1199,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9484 8844,beecroft-p.school@det.nsw.edu.au,9484 8200,N,1897-04-01,Hornsby (A),Epping,Berowra,Macquarie Park,Dural,"South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.752085,151.06462,7/3/17
1167,10539,Beelbangera Public School,Rankins Springs Rd,Beelbangera ,2680,179,4,20,1010,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6963 5368,beelbanger-p.school@det.nsw.edu.au,6963 5506,N,1/5/22,Griffith (C),Murray,Farrer,Dubbo & Wagga Wagga,Griffith,"Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1 ,Outer Regional Australia,-34.252836,146.101067,7/3/17
1168,10183,Bega Valley Public School,27 Auckland St,Bega ,2550,347,16,2,907,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6492 1280,bega-p.school@det.nsw.edu.au,6492 3965,N,1860-01-01,Bega Valley (A),Bega,Eden-Monaro,Dubbo & Wagga Wagga,Far South Coast,Illawarra Shoalhaven & Southern NSW,Southern NSW,Lower South Coast,Outer Regional Australia,-36.670545,149.839095,7/3/17
1175,9496,Bellata Public School,Gurley St,Bellata ,2397,29,np,0,914,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6793 7514,bellata-p.school@det.nsw.edu.au,6793 7462,Y,1899-03-01,Narrabri (A),Barwon,Parkes,Tamworth & Coffs Harbour,Barwon,Hunter New England & Central Coast,Hunter New England,North Western 1,Outer Regional Australia,-29.918659,149.796216,7/3/17
1177,9208,Bellbird Public School,Doyle St,Bellbird ,2325,265,9,np,944,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4990 2331,bellbird-p.school@det.nsw.edu.au,4991 1973,N,1/10/13,Cessnock (C),Cessnock,Hunter,Tamworth & Coffs Harbour,Hunter,Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.859421,151.316705,7/3/17
1178,9608,Bellbrook Public School,Main St,Bellbrook,2440,31,52,np,838,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6567 2049,bellbrook-p.school@det.nsw.edu.au,6567 2113,N,1883-02-01,Kempsey (A),Oxley,Cowper,Tamworth & Coffs Harbour,Mid North Coast,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.819094,152.508698,7/3/17
1179,5338,Bellevue Hill Public School,Victoria Rd,Bellevue Hill ,2023,611,np,61,1153,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9389 3928,bellevuehi-p.school@det.nsw.edu.au,9369 4651,N,1/5/25,Woollahra (A),Vaucluse,Wentworth,Ultimo,Port Jackson,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.886986,151.259785,7/3/17
1181,9676,Bellingen Public School,William St,Bellingen ,2454,395,9,3,1006,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6655 1147,bellingen-p.school@det.nsw.edu.au,6655 2615,N,1870-09-01,Bellingen (A),Oxley,Cowper,Tamworth & Coffs Harbour,Mid North Coast,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.45349,152.891887,7/3/17
1182,9335,Belltrees Public School,Moonan Flat Rd,Belltrees ,2337,11,0,0,977,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6546 1148,belltrees-p.school@det.nsw.edu.au,6546 1110,N,1876-05-01,Upper Hunter Shire (A),Upper Hunter,New England,Tamworth & Coffs Harbour,Wollemi,Hunter New England & Central Coast,Hunter New England,Hunter,Outer Regional Australia,-31.988753,151.129487,7/3/17
1183,17401,Belmont Public School,Livingstone St,Belmont ,2280,268,15,7,940,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4945 4858,belmont-p.school@det.nsw.edu.au,4947 7823,N,1874-02-01,Lake Macquarie (C),Swansea,Shortland,Tamworth & Coffs Harbour,Lake Macquarie East,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-33.030134,151.662203,7/3/17
1185,8559,Belmore North Public School,Burwood Rd,Belmore ,2192,340,np,88,964,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9750 0652,belmorenth-p.school@det.nsw.edu.au,9758 1109,N,1/11/03,Canterbury (C),Canterbury,Watson,Ultimo,Canterbury,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.909885,151.084885,7/3/17
1186,8560,Belmore South Public School,Nelson Ave & Canterbury Rd,Belmore ,2192,247,4,89,970,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9759 4388,belmoresth-p.school@det.nsw.edu.au,9740 4323,N,1862-01-01,Canterbury (C),Canterbury,Watson,Ultimo,Canterbury,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.925735,151.091985,7/3/17
1189,10185,Bemboka Public School,Kameruka St,Bemboka ,2550,51,16,17,950,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6493 0229,bemboka-p.school@det.nsw.edu.au,6493 0452,N,1871-08-01,Bega Valley (A),Bega,Eden-Monaro,Dubbo & Wagga Wagga,Far South Coast,Illawarra Shoalhaven & Southern NSW,Southern NSW,Lower South Coast,Outer Regional Australia,-36.631309,149.571075,7/3/17
1191,9380,Bendemeer Public School,Charles St,Bendemeer ,2355,17,np,0,904,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6769 6532,bendemeer-p.school@det.nsw.edu.au,6769 6400,N,1860-02-01,Tamworth Regional (A),Tamworth,New England,Tamworth & Coffs Harbour,Tamworth,Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-30.886984,151.150991,7/3/17
1196,9414,Ben Lomond Public School,Inn Rd,Ben Lomond ,2365,7,0,0,1002,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6733 2001,benlomond-p.school@det.nsw.edu.au,6733 2104,N,1885-06-01,Guyra (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-30.017024,151.661287,7/3/17
1198,9374,Ben Venue Public School,Erskine St,Armidale ,2350,565,12,16,1022,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6772 4263,benvenue-p.school@det.nsw.edu.au,6771 2037,N,1/4/00,Armidale Dumaresq (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England & Central Coast,Hunter New England,North Western 2,Inner Regional Australia,-30.502884,151.67462,7/3/17
1199,5498,Berala Public School,Harrow Rd,Berala,2141,852,1,96,1000,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9649 7146,berala-p.school@det.nsw.edu.au,9749 2298,N,1/1/22,Auburn (C),Auburn,Blaxland,Ultimo,Strathfield,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.869714,151.028244,7/3/17
1201,9183,Beresfield Public School,181-183 Anderson Dr (Cnr Lawson Ave),Beresfield,2322,290,13,3,916,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4966 1146,beresfield-p.school@det.nsw.edu.au,4966 2492,N,1883-01-01,Newcastle (C),Wallsend,Paterson,Tamworth & Coffs Harbour,Maitland,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.803964,151.654863,7/3/17
1202,9969,Berkeley Public School,George St,Berkeley ,2506,335,14,29,906,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4271 1171,berkeley-p.school@det.nsw.edu.au,4271 4304,N,1858-01-01,Wollongong (C),Wollongong,Whitlam,Dubbo & Wagga Wagga,Wollongong,Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.480214,150.856493,7/3/17
1203,8706,Berkeley Vale Public School,Pindarri Ave,Berkeley Vale ,2259,775,8,4,990,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4388 1796,berkeleyva-p.school@det.nsw.edu.au,4389 1178,N,1/10/15,Wyong (A),The Entrance,Dobell,Macquarie Park,Wyong,Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.350515,151.435888,7/3/17
1204,10178,Bermagui Public School,George St,Bermagui ,2546,169,14,6,928,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6493 4271,bermagui-p.school@det.nsw.edu.au,6493 4425,N,1876-10-01,Bega Valley (A),Bega,Eden-Monaro,Dubbo & Wagga Wagga,Far South Coast,Illawarra Shoalhaven & Southern NSW,Southern NSW,Lower South Coast,Outer Regional Australia,-36.420776,150.063625,7/3/17
1205,7676,Berowra Public School,Hillcrest Rd,Berowra ,2081,395,np,12,1095,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9456 1319,berowra-p.school@det.nsw.edu.au,9456 3375,N,1894-11-01,Hornsby (A),Hornsby,Berowra,Macquarie Park,Hornsby,"South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.618522,151.148996,7/3/17
1206,10424,Berridale Public School,Oliver St,Berridale ,2628,71,np,np,986,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6456 3228,berridale-p.school@det.nsw.edu.au,6456 3429,N,1883-04-01,Snowy River (A),Monaro,Eden-Monaro,Dubbo & Wagga Wagga,Queanbeyan,Illawarra Shoalhaven & Southern NSW,Southern NSW,Lower South Coast,Outer Regional Australia,-36.371444,148.827209,7/3/17
1207,10636,Berrigan Public School,25-29 Momalong St,Berrigan ,2712,82,np,np,952,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,03 5885 2209,berrigan-p.school@det.nsw.edu.au,03 5885 2661,N,1891-10-01,Berrigan (A),Murray,Farrer,Dubbo & Wagga Wagga,Deniliquin,"Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 2 ,Outer Regional Australia,-35.659667,145.815664,7/3/17
1209,10244,Berrima Public School,Oxley St,Berrima ,2577,140,5,7,1027,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4877 1262,berrima-p.school@det.nsw.edu.au,4877 1041,N,1855-10-01,Wingecarribee (A),Goulburn,Whitlam,Ultimo,Wollondilly,South Western Sydney,South Western Sydney,Upper South Coast,Inner Regional Australia,-34.485882,150.340775,7/3/17
1211,10052,Berry Public School,Victoria St,Berry ,2535,338,3,7,1069,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4464 1158,berry-p.school@det.nsw.edu.au,4464 1664,N,1860-06-01,Shoalhaven (C),Kiama,Gilmore,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-34.778317,150.689706,7/3/17
1215,8601,Beverly Hills Public School,Stoney Creek & King Georges Rds,Beverly Hills ,2209,527,np,83,1050,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9580 5074,beverlyhi-p.school@det.nsw.edu.au,9580 7052,N,1892-04-01,Hurstville (C),Kogarah,Barton,Ultimo,Canterbury,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.953449,151.085209,7/3/17
1217,9778,Bexhill Public School,12 Withers St,Bexhill,2480,103,8,7,1037,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6628 4223,bexhill-p.school@det.nsw.edu.au,6628 4248,N,1882-01-01,Lismore (C),Lismore,Page,Tamworth & Coffs Harbour,Lismore,Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.766026,153.345835,7/3/17
1223,10416,Bigga Public School,Blackman St,Bigga ,2583,13,0,0,1022,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4835 2236,bigga-p.school@det.nsw.edu.au,4835 2246,N,1884-03-01,Upper Lachlan Shire (A),Goulburn,Hume,Dubbo & Wagga Wagga,Southern Tablelands,Illawarra Shoalhaven & Southern NSW,Southern NSW,Western 1 ,Outer Regional Australia,-34.0847,149.144602,7/3/17
1224,9923,Bilambil Public School,Bilambil Rd,Bilambil ,2486,312,7,4,990,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,07 5590 7210,bilambil-p.school@det.nsw.edu.au,07 5590 7075,N,1898-09-01,Tweed (A),Tweed,Richmond,Tamworth & Coffs Harbour,Tweed,Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Major Cities of Australia,-28.223742,153.468431,7/3/17
1227,14695,Ocean Shores Public School,166 Shara Boulevarde,Ocean Shores,2483,357,3,16,1044,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6680 2766,oceanshore-p.school@det.nsw.edu.au,6680 2764,N,1893-08-01,Byron (A),Ballina,Richmond,Tamworth & Coffs Harbour,Lismore,Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.491203,153.540337,7/3/17
1228,10761,Bilpin Public School,Bells Line of Road,Bilpin ,2758,67,np,np,1022,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4567 1154,bilpin-p.school@det.nsw.edu.au,4567 1388,N,1/2/27,Hawkesbury (C),Hawkesbury,Macquarie,Macquarie Park,Hawkesbury,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.497331,150.516765,7/3/17
1230,10282,Binalong Public School,Dickinson Street,Binalong,2584,30,0,np,976,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6227 4381,binalong-p.school@det.nsw.edu.au,6227 4380,N,1861-03-01,Yass Valley (A),Goulburn,Eden-Monaro,Dubbo & Wagga Wagga,Cootamundra,Illawarra Shoalhaven & Southern NSW,Southern NSW,Riverina 1,Inner Regional Australia,-34.670108,148.625718,7/3/17
1231,10417,Binda Public School,Queen St,Binda ,2583,11,64,0,776,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4835 6052,binda-p.school@det.nsw.edu.au,4835 6092,N,1851-05-01,Upper Lachlan Shire (A),Goulburn,Hume,Dubbo & Wagga Wagga,Southern Tablelands,Illawarra Shoalhaven & Southern NSW,Southern NSW,Western 1 ,Outer Regional Australia,-34.331463,149.368114,7/3/17
1234,9506,Bingara Central School,Finch St,Bingara ,2404,197.2,17,np,912,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,6724 1606,bingara-c.school@det.nsw.edu.au,6724 1927,N,1862-01-01,Gwydir (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Barwon,Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-29.866705,150.56725,7/3/17
1237,16165,Binnaway Central School,David St,Binnaway,2395,66.6,32,9,832,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,6844 1606,binnaway-c.school@det.nsw.edu.au,6844 1601,N,1878-07-01,Warrumbungle Shire (A),Barwon,Parkes,Dubbo & Wagga Wagga,Western Plains,"Murrumbidgee, Far West & Western NSW",Western NSW,North Western 1,Outer Regional Australia,-31.552793,149.374951,7/3/17
1238,10523,Binya Public School,16 Stephensons Rd,Binya,2665,13,np,0,1011,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6968 3221,binya-p.school@det.nsw.edu.au,6968 3206,N,1/9/19,Narrandera (A),Cootamundra,Farrer,Dubbo & Wagga Wagga,Griffith,"Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1 ,Outer Regional Australia,-34.228678,146.353034,7/3/17
1240,5798,Birchgrove Public School,Birchgrove Rd,Balmain ,2041,356,np,25,1156,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,9810 2469,birchgrove-p.school@det.nsw.edu.au,9555 8653,N,1885-03-01,Leichhardt (A),Balmain,Grayndler,Ultimo,Port Jackson,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.853009,151.177045,7/3/17
1246,10873,Blackheath Public School,Leichhardt St,Blackheath ,2785,332,2,11,1077,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4787 8253,blackheath-p.school@det.nsw.edu.au,4787 8320,N,1885-07-01,Blue Mountains (C),Blue Mountains,Macquarie,Macquarie Park,Blue Mountains,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.639284,150.285831,7/3/17
1247,9186,Black Hill Public School,408 Black Hill Rd,Black Hill ,2322,103,8,np,1009,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4930 3137,blackhill-p.school@det.nsw.edu.au,4930 3105,N,1881-08-01,Cessnock (C),Cessnock,Paterson,Tamworth & Coffs Harbour,Maitland,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.838523,151.617131,7/3/17
1249,9415,Black Mountain Public School,815 Black Mountain Rd,Black Mountain ,2365,32,31,0,976,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6775 0192,blackmtn-p.school@det.nsw.edu.au,6775 0228,N,1882-02-01,Guyra (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-30.308489,151.657688,7/3/17
1252,9362,Blackville Public School,O'Neile St,Blackville ,2343,15,40,0,939,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6747 4024,blackville-p.school@det.nsw.edu.au,6747 4100,N,1876-05-01,Liverpool Plains (A),Upper Hunter,New England,Tamworth & Coffs Harbour,Wollemi,Hunter New England & Central Coast,Hunter New England,North Western 1,Outer Regional Australia,-31.64044,150.237489,7/3/17
1254,9780,Blakebrook Public School,Rosehill Rd,Blakebrook ,2480,94,np,np,1002,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6629 3263,blakebrook-p.school@det.nsw.edu.au,6629 3181,N,1868-03-01,Lismore (C),Lismore,Page,Tamworth & Coffs Harbour,Richmond Valley,Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.763426,153.229992,7/3/17
1255,16167,Blakehurst Public School,Dewrang St,Blakehurst ,2221,288,3,67,1027,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9546 1555,blakehurst-p.school@det.nsw.edu.au,9547 1796,N,1882-01-01,Kogarah (C),Kogarah,Cook,Ultimo,Port Hacking,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.98298,151.115779,7/3/17
1256,9340,Blandford Public School,New England Hwy,Blandford ,2338,41,17,np,999,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6546 6117,blandford-p.school@det.nsw.edu.au,6546 6023,N,1871-09-01,Upper Hunter Shire (A),Upper Hunter,New England,Tamworth & Coffs Harbour,Wollemi,Hunter New England & Central Coast,Hunter New England,Hunter,Outer Regional Australia,-31.778585,150.892725,7/3/17
1257,7791,Blaxcell Street Public School,352 Blaxcell Street,Granville,2142,810,1,96,951,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9632 8162,blaxcellst-p.school@det.nsw.edu.au,9892 2713,N,1/1/24,Parramatta (C),Auburn,Blaxland,Macquarie Park,Holroyd,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.858068,151.006125,7/3/17
1258,5309,Blaxland Public School,Baden Place,Blaxland,2774,141,9,10,1043,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4739 2817,blaxland-p.school@det.nsw.edu.au,4739 8630,N,1/9/26,Blue Mountains (C),Blue Mountains,Macquarie,Macquarie Park,Blue Mountains,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.737103,150.603489,7/3/17
